processing,buffer_read
5392,5429381
3891,1260
5447,4125113
5492,2140064
5529,5322681
5523,3208170
1694,864
5449,6384533
5524,1035666
5425,24490317
1586,854
5427,9467927
5445,11226636
1588,857
1576,4600
5430,1273902
5390,7913420
5594,1413409
1932,5287
5455,5372571
5414,17096459
5422,9088252
1525,895
5433,24239481
5315,61762639
1718,935
5427,6052406
5595,23498029
1554,849
6347,48918179
5470,9733085
5442,4166366
1561,852
5384,1019941
5489,3242600
5370,12794119
5435,35145947
5544,15834141
5510,4190921
5453,59758559
5424,1096465
5502,16196887
5375,19293510
5470,8523872
49725,27821814
5808,119254923
5410,460130
5452,8497656
5540,25721535
5738,8192168
5470,24987572
5397,2363627
5514,20172649
5522,54157850
6868,13743117
5438,10679823
5452,3176581
5984,3250788
5500,999983
5570,2130647
5640,2129262
5841,2181236
1929,4758
5573,16702003
1621,875
1651,4726
1551,3247
5680,6939327
1890,4931
5583,60001443
5645,1017547
6893,6411863
5533,2133536
5503,5329155
5555,4235755
5602,25889203
5610,6369374
5560,10086741
3741,1223
1549,486
5460,7525999
10522,1992348
5505,2139276
5560,11743006
1610,930
1555,4753
5567,141589192
1629,774
1273,326
1243,288
1248,283
1396,446
5530,2908668
5548,123827816
5550,24601055
1664,902
5580,15926706
5618,23459131
5919,10911753
5563,2980622
5473,16151592
5532,6244059
5590,80664605
6019,11674918
1649,847
3856,862
8166,126432335
3916,7299384
5586,51751029
5555,25524192
6154,32230876
4162,1446
6224,127510672
1612,912
5925,30846216
5104,3062928
5863,4315279
5505,1762519
5587,6308817
5513,4729661
1509,869
5552,3638669
5697,35656516
1774,5152
5913,494724
1850,4660
5553,3375721
5503,12117231
5553,12219471
1626,940
7452,13137046
2629,1921
5587,11590844
5610,7433224
5505,4438703
5500,10750470
1596,879
5590,8338319
5417,1142765
5520,9918297
1531,882
5392,6345473
5516,2044987
5625,16212218
5529,1178305
5545,11763276
5593,15486876
5593,10187646
5783,28934390
5385,1341497
5871,88644646
5582,10619373
5558,9610510
5577,2163732
5500,14952794
5565,21869415
5450,33945720
5583,12959524
5515,5206323
5275,9639229
5523,17343269
5457,26718386
5469,10820386
5615,3172075
5495,3508455
5528,4747752
80574,5515462
5379,1044270
6131,13023079
5540,15717676
5603,10967964
5575,1103263
5497,2372251
5538,23117886
5593,4174059
5587,7813406
5432,2581795
5778,10037223
5537,1711149
5558,22283203
5966,11940689
4986,6293870
1987,1165
6987,24523296
1461,1142
4727,6499913
1348,715
5182,1072629
5276,11723630
5543,22271538
5295,6790265
5550,7147431
5602,9160500
1677,896
5609,7498412
5469,3673608
5490,1062263
4551,5305700
4397,4467685
5680,4114268
6432,3297535
5600,7455124
5485,7165357
5599,14315155
1644,886
5507,3203595
5499,9665888
5668,2633729
5467,16003103
5545,24633622
5465,10655524
5523,9624320
5510,18207405
5593,22630638
1597,841
5708,28687465
5500,18172347
5628,2186969
1860,4534
5627,6420453
5357,10725064
1701,857
5527,10692114
1633,735
1383,471
6896,68377711
1676,985
1373,426
5545,11604134
5505,9007282
1514,866
5472,8340668
5603,2315550
5483,15925012
5588,5761700
1737,924
5532,8285235
5510,3668240
6843,6186552
5540,5947504
1834,4816
5582,25115414
1535,734
1436,313
1381,471
5420,4074211
6053,13913167
5539,6476184
5705,2281863
5472,2039414
5468,2169043
1581,842
5748,4347133
5555,2141931
1604,909
5543,2143626
5673,10705155
5507,10741794
5507,14930344
5529,9645519
5637,3336857
5723,7002268
5495,26551824
1562,749
1280,344
1225,449
5477,17110603
1636,894
1448,336
1307,299
1416,418
5622,7448369
1510,862
1295,459
5677,47654334
5577,7126723
5522,22064140
1654,887
6008,18150972
1626,792
1296,461
5870,31408906
5591,18149538
5700,12889296
5571,28376573
788,724
5311,15126158
6230,25240649
1286,730
1044,384
4448,3138693
1296,750
5608,16020252
1560,922
1494,4898
5525,23541772
5487,4711538
3598,5444278
1011,593
5603,12712490
7254,6487822
5547,12233643
5578,46691308
5535,1083193
5544,6277442
5527,15974263
5555,1315814
5500,3503156
5455,9318049
5512,4268791
5531,10677358
1556,865
5595,11950225
1987,4695
78840,3382024
2108,8617
5610,8465614
5540,8367545
1511,806
1235,429
5579,10681912
5573,5227439
1556,884
5467,7497362
5502,14287530
5608,23608643
1609,752
1396,453
5490,4691287
5507,8108237
5608,3631823
5490,3311379
1912,4743
5532,4941438
5569,13214187
1599,866
5580,6860477
5521,5637123
5553,1736402
5517,797983
5499,9819463
5549,3665675
5420,9491098
5566,4209668
5620,10336393
5556,3099920
5520,17201300
1591,852
5510,22470868
5826,35337402
5565,9429463
5593,6542213
5579,8580687
5483,17219380
5820,14025039
5477,3696867
5450,14729476
5537,10597579
1568,797
5625,1042070
5565,5328929
5540,13827442
5454,10607547
5557,42554286
1583,750
1360,484
5582,13782138
5668,6415910
1486,779
1326,415
5575,5171248
5561,11713922
5584,3204189
1594,874
5412,5281300
5678,5642510
1651,889
1551,4705
1564,3279
5623,5580738
5458,14164813
5572,7543735
1634,872
5505,1363406
1932,5665
5830,16016902
1689,927
1369,351
1229,444
5479,4247719
5525,985859
1664,789
5635,1112589
5523,4306523
5622,2161643
5492,1068931
5570,6978159
5482,3692101
1639,852
1287,439
5488,6919007
1503,912
5468,7616595
5512,29818809
5545,6257621
5573,10122981
5553,2662441
5570,10131364
1538,882
5487,24805549
5430,4650983
5613,9433258
1626,717
1295,469
5485,10869287
5513,8595302
7133,11745405
3689,8273
5567,2238517
5593,7302743
5504,2128298
5618,6284881
5540,5270899
5530,1053711
5464,8459728
5663,2393524
5522,1042491
5505,3427418
1884,4976
5455,8799805
5510,4234434
23393,17284805
5548,14944728
5851,41460742
5487,6560239
5452,5239291
5663,18707130
1546,894
5640,10455295
5467,3624449
5590,13328198
5773,48769430
5946,11555093
5342,7491040
5467,7481544
1549,847
5781,9675879
1899,8242
5450,6135640
1681,822
5541,8458214
5505,7780867
5268,7879131
5785,2745631
5690,20237559
5535,27675489
5412,13895183
5493,14027233
5578,22332566
5480,46349053
19852,15006713
1651,1198
5402,35086290
5597,7492162
1644,804
5402,2647919
5532,1735797
5492,5176500
5480,19220303
1666,794
5435,22396052
5498,6408221
5439,5354480
5510,13874445
5610,29753912
5463,5279003
5533,6331172
5598,17633419
5513,10465361
5545,2598297
1809,4681
5509,28329410
5562,33514202
1504,906
1506,4615
8883,1294493
5580,9825078
1553,782
1312,449
5510,2005022
5713,6492613
5485,1104696
5495,12707240
5514,1319242
5565,2369023
6937,4190445
3301,17072730
3512,11712945
2209,1080339
2315,4597355
3127,6950661
1108,625
5469,56258856
5505,2347979
5463,11627792
5565,11781746
5668,1129542
1577,874
5577,12355913
4771,19056001
6830,19391682
6269,32167519
4560,977031
4627,12926546
4467,6477228
5632,4400402
4171,10649419
4005,12784991
5713,21089870
5101,36726804
3874,1545436
3957,9848437
3373,596160
5645,10772280
1566,899
5530,4247513
5509,13865303
5404,3156799
5526,5718123
5525,7548742
5520,14588682
5503,1288447
5555,2638796
6138,102393699
5578,5369047
3812,1378
6137,11751609
5417,13228925
5549,10223931
5402,10650247
5370,36088921
3986,4236363
5399,9074020
5299,6318623
3706,1040073
5768,20934237
1651,820
1346,446
2873,5323730
2859,5189925
3913,9593229
3677,13883806
2790,1031830
3601,4274754
3535,11888238
4107,11895701
4520,32257125
1664,922
2840,21329396
3861,25835279
3763,6798821
3887,13940213
1218,767
3717,11783232
3979,9659783
4011,4281182
5174,8604723
3038,2128876
3679,56418414
3132,5425997
4214,7654464
1446,856
4313,15793795
1497,686
1174,293
1304,413
3386,12946791
1211,641
5627,9895101
4269,7273643
6276,2158474
5828,28778358
1669,897
6011,8918031
5732,10694750
5828,3231144
5181,7453530
6527,37594570
69524,10668934
5966,30895140
1633,822
1268,298
1263,309
1338,441
4652,62420395
3630,8564669
4642,8817416
1215,743
4456,2270582
4562,6259715
3151,3401713
2726,1088680
2948,3353911
4635,2161785
5582,4473931
5428,8858196
5443,968251
5457,2103604
5593,9491005
5613,4661305
5891,9756724
5823,17613643
1829,859
5803,20300731
5748,23945394
1614,894
5843,17063962
5791,7407898
1649,816
1267,471
5826,5321982
7569,2158159
5938,2351785
5791,5038981
5695,1776761
5708,378770
5831,3185982
5766,11689623
5844,2123809
6800,14113228
6074,13006522
1619,894
4417,7754617
3405,5839621
5398,47376906
1937,1004
1614,463
5813,20277805
5838,7363141
5738,1484241
5817,11499889
6006,5391671
1569,1022
5890,7961617
1593,832
5505,6469489
4358,1058830
4916,3485426
5633,10772409
4467,7441298
5805,13957678
5756,9659201
5793,24576727
5798,23763296
1631,812
1310,459
5853,51044642
1639,926
5712,7750124
5808,11783213
5814,3152667
5768,6305122
5671,10661769
5926,8600828
1584,792
1293,488
5838,11671280
5736,3350873
5787,12828204
6031,2410918
5806,4202191
5793,2119810
6001,46689386
5781,15891454
5702,17881661
5816,5291791
7251,8698773
1916,5084
14839,19970267
5906,8213896
6266,36309390
1696,800
1348,336
1290,333
1226,315
1195,296
1185,459
1526,4490
5916,12623593
5660,1423827
6224,19346873
7237,46328172
3558,4273673
5372,9712839
5520,13877287
1164,844
5831,39830055
6881,44200412
3383,1795686
5634,11724357
5876,4284421
3741,2043365
6818,25207372
3727,5683546
6747,14871813
4866,7535304
5164,40418479
3805,11692496
6512,7369083
7835,43745861
5817,16942674
8055,12724643
5746,2141214
8054,9060208
5367,27190534
3779,3252623
5375,15500165
5245,4100099
6727,22246533
5125,6471915
4589,4198085
5318,4289419
5299,14938365
7176,8591389
4883,2077246
8509,163928864
4517,7135210
6832,12018419
3854,11693488
5650,6320503
3625,9304846
4013,2677116
5799,6350433
6150,5163985
13983,3428239
5575,15037522
6840,976023
6495,22359378
6963,17038049
6702,29043861
6546,7562849
6814,15042744
7980,32831784
5515,10039914
6923,15872118
7364,9222479
6327,10016952
9178,41607522
6058,91049769
1111,829
848,210
703,177
831,173
717,175
744,176
748,174
746,180
722,175
714,268
5750,1830077
1930,1324
5127,7520308
6389,10733601
4710,5299629
7657,11215769
8464,126158123
5172,13967600
1547,868
5565,2284758
3802,1310759
3377,1328619
5941,22609956
6751,51171174
6063,10667612
5833,1055916
1658,877
5859,3395533
5853,14588374
1559,776
1277,454
5974,5271069
5840,1117164
1596,892
6013,23600493
1559,814
1305,399
1205,411
5753,10485601
5836,2188357
1844,4604
5779,2080710
5786,12719946
1596,792
1288,469
6109,2375786
1581,1728
5940,5938106
5503,13206848
1754,932
5826,20353412
5875,11215489
5304,4118932
6134,6409231
5607,12650574
6018,7445017
6790,46716232
1392,972
1256,384
4544,5480404
1300,579
3107,788
1102,437
7932,17841066
6427,14742003
1674,985
6939,27043819
1663,978
7166,13778825
6141,12805109
5923,10891137
5738,23654709
5805,21765521
5886,2659081
5803,12266233
5770,23521923
5841,1026583
5823,17043647
18767,2108655
5921,8544526
5878,5283159
5979,11872475
5642,4619816
5808,6306695
8051,34134621
5566,10131902
6928,103633747
7827,14584364
1501,1035
7041,19285537
6264,10578245
8694,70916529
1807,1296
3622,834
5038,1681494
5983,13920057
1809,867
1408,291
1350,306
1263,481
5933,5512520
1630,902
5786,1931534
5813,18942932
5457,33784380
4252,9052375
4064,3333307
4152,4925792
5876,31853066
20418,13992561
8773,15861351
1586,1213
5468,45713763
6194,15942605
1593,1153
4662,14817926
5704,17032230
3777,4239577
948,516
4665,5315027
5137,8598108
5572,18428002
5848,2679073
5838,17608797
5758,8818836
3218,13741987
2436,4189835
2470,6436906
2482,5893609
2453,2119800
2948,5565736
6262,8348114
4945,5241819
1686,1096
6746,14975765
2793,1265990
3371,3152116
3168,2464115
2732,6466694
1670,1332263
762,1720
5851,19310451
5128,16846453
5618,28676178
5440,7443988
5481,8696616
5886,3211264
5788,1050705
5951,31874051
5773,19204527
5725,10641703
5816,6703999
5791,2385961
5823,10032828
7845,65874260
4031,14831139
1562,856
5073,5577401
5133,4513647
7105,7485928
6037,3315299
4737,5166219
6421,19211032
5126,5307562
3927,8637968
3400,996100
1559,3682
5767,2084041
7702,7555769
4530,996302
3694,1045452
5549,2311904
4150,1946790
6217,4488688
1559,1089
4673,867257
3929,5670356
4388,19564918
5869,18673858
5748,4319347
5811,1834253
5861,9425985
5948,20257753
8764,22603855
1952,5063
5272,2011567
6467,11646957
5773,2660587
6427,26223543
7319,33597054
7294,4853815
5653,4141896
7749,14168018
4001,2966767
4578,10749478
5703,13982215
5530,9672958
5740,6393340
5778,25666938
5791,21499049
5810,10422041
5779,13541503
5758,7309391
5816,9574067
5746,3217440
5811,15913511
5755,11749634
5693,10648483
1524,919
6876,4277536
5811,14814099
1546,734
1401,441
5742,4253266
5773,2159730
5813,15334912
1496,754
1285,421
5835,9126921
3781,1395
6042,69092634
5848,21318920
5721,5866520
7477,13279474
2779,1456
5720,5234026
5898,11684946
5761,38811931
5264,3710418
4042,1814232
5447,11408173
8181,17995116
7083,5254776
7279,14784916
1583,892
6288,7330772
5873,2101249
5240,1144309
5454,4087733
5214,5069564
5758,4618744
5775,1787104
6164,53386312
5921,14991802
1579,902
1726,4673
5675,21544628
5796,15164105
5796,4645765
1724,852
7160,31852864
5743,23816331
5830,8789521
5760,10921407
1679,882
6109,58281012
1688,828
1293,298
1255,306
1238,313
1180,296
1188,293
1183,295
1181,298
1175,298
1215,306
1231,306
1268,2200
1405,481
6277,11108318
1646,967
2235,8121
3796,927
7715,6646906
3541,10148
4264,4967997
1421,892
6011,1981193
5623,1113769
4187,3372419
6614,6489775
1636,952
5805,1079570
14916,6006210
9291,3860066
3090,3176058
908,531
2017,4530485
941,2172
2649,4239048
2538,2967673
2132,663533
4615,12575780
5502,4577561
5841,21467160
5870,11738552
1932,4562
5771,8528005
1559,939
5778,1925808
5736,1397284
1751,930
5853,8375082
1662,866
5846,8532887
1586,780
1546,496
1530,4524
5815,1118816
5873,5687218
1586,897
1593,4761
5697,8788390
5868,3467894
1814,5843
1474,491
1619,3442
5765,343401
5851,5447792
5825,13230105
5800,1923531
5615,16016859
5856,6476891
5813,9599493
1659,922
5778,3083947
5703,4254444
5831,42679974
5878,7625826
3736,1341
5833,4192963
5815,1305423
5771,5788839
1571,937
5826,6624820
1543,879
5841,6401666
1639,924
5823,3476383
7569,18767965
3661,9424
5773,1196590
5813,47117507
5731,29993114
5926,9318968
5790,23239215
5890,62046917
5783,12647815
5855,3504096
5981,4169510
5740,1058838
5991,14966373
5861,8907909
1689,899
5753,17574040
5747,6961677
5803,5401305
5749,14038298
5835,15070068
5801,4909817
5876,6152843
5860,8513767
5856,18155161
1501,899
5488,6304009
5875,13778111
1636,862
5818,51260646
5849,6470351
1566,932
5713,10114391
5785,16123812
5953,7173436
5790,65750904
5825,19668722
1556,875
5602,2111778
1613,877
5783,11742259
1554,836
5690,5219946
6796,7622070
7447,3226483
2613,1568
2866,8118
6412,3342080
1666,882
5841,2070797
5957,4369012
5692,2135942
6287,12069930
1641,939
6130,1923312
4398,12031855
749,675
5676,2226695
7409,14996491
1217,1018
4739,9481167
1241,649
1059,376
5512,1876542
10203,6924049
3631,1978
2469,689
5350,12212382
768,702
625,201
5921,12097352
1273,1047
878,299
5742,9108584
918,784
822,252
4316,3859838
3142,3427937
5477,15958007
4466,14364240
7034,10768635
5833,22304506
5780,5442263
5831,14224981
5545,6266513
5516,912201
5789,6708294
5998,16890929
5881,3846030
5727,22189560
5758,4880623
5797,3657276
1606,924
5811,2322814
5615,7759085
5746,10685715
5783,1676877
5855,2130304
5730,3670079
5741,11423334
5866,9704034
5716,4195150
5775,20529647
5743,4691625
4886,37614269
4537,4392998
5850,7426062
3709,2594492
1232,542
1243,409
3100,4480564
2760,9833862
2965,11721915
1016,500
919,228
1003,327
3922,7598367
3027,2160398
990,564
3803,10385945
3503,6368255
3615,2848480
1274,606
2472,2678872
6567,6412758
2607,1449
3697,1863996
3488,4437907
3938,6699093
3752,888
2706,3034983
2457,1466818
3453,8705681
3812,13676667
3160,5469259
2650,872986
3307,3286584
4495,2170900
4964,54899304
5883,10224012
5882,20820698
4650,24626339
3663,14074089
4755,14318940
5247,5978261
4427,3290395
5868,24513356
5806,651506
1809,4568
1603,3220
1552,4790
1306,404
1526,3160
5835,1238996
5933,3962560
1795,756
1260,285
1273,426
5958,7433250
12708,982772
1821,1098
5811,2570349
5865,25338880
6021,3697932
6069,7354250
1966,5941
5706,13160172
5918,10825404
1799,4753
5717,7507798
5765,25160439
1570,902
6051,7294177
1879,4698
1531,3137
1624,4340
1363,426
5803,2024187
5803,1030140
5778,11323733
1711,880
5900,66975936
1622,811
1318,349
1225,296
1253,319
1222,431
5810,7707686
5820,3074026
5816,2756162
5757,4316321
5688,8080494
5743,4538782
5715,1059224
5803,12955229
5653,2686075
5768,14650486
5767,6245245
5833,3728919
5727,12825766
5956,3605626
1631,837
1298,311
1401,489
7431,3129523
5773,1292521
6006,6496607
5850,2615604
1707,846
1323,466
5693,5424994
5763,4688007
5849,1665593
5815,2168358
1614,937
5727,3117609
5841,7056948
1561,837
5925,3258440
5849,7478121
5805,3880904
3472,318154
5819,5407431
5816,6368082
5840,1099745
5588,4286419
19562,4352485
5839,3387242
5835,5485402
7504,3130633
7667,4592412
5274,29234064
730,692
713,231
724,3067
601,195
580,133
544,176
715,1866
2970,1261421
739,463
607,205
4932,12744856
763,705
692,283
4988,8967244
773,865
597,203
4001,3090562
627,491
5234,14948718
651,647
733,188
5941,16524591
720,592
628,189
5268,7850226
2613,4182419
2694,6481874
967,543
4290,14968339
1425,748
4896,10846796
1610,790
1368,459
3313,2998517
3186,3389593
3668,4474413
3003,4311007
5839,37268542
5001,7750610
1900,994
7083,1112509
4181,4133781
4650,14160176
4506,780699
3893,2547731
1584,709
3322,627594
3518,1382151
7239,2101918
6878,5802953
6023,3554143
5889,3223166
1554,794
1498,481
4893,10398733
3698,1221
5338,14390714
4024,2695279
4149,11132043
4308,10557768
4035,994403
3509,7283110
4016,9598317
3611,971353
5731,13105280
5602,2259492
5803,11831255
1987,4695
5817,870334
5778,2267234
5900,5187173
1521,696
1493,494
5519,2078217
1653,932
1281,469
5459,4196931
3745,7403705
1158,2900
4616,12122726
4137,8761707
2831,973344
3598,2211320
3611,5507997
3594,6338254
1355,725
1109,394
3282,3228339
5341,13950277
5539,8339300
5459,1332756
4432,6097197
3634,2271321
5748,5902897
5753,3190209
5847,4241064
5843,2160477
5821,8525255
1639,904
5801,14289266
1646,792
1265,293
3814,754
1268,336
2749,614
5716,1990564
5863,3182718
5766,5348040
5761,1064550
5788,1214120
5859,1980504
5803,11708671
5955,1329783
1807,5164
5773,1341133
1907,4513
5773,3353356
5767,5466119
5743,5224207
5860,8859866
1546,816
5823,3196754
5833,2765359
5795,5868341
5728,2140790
5836,2216304
5745,1029501
5856,11784944
5755,13842441
1716,4548
5790,1048046
5850,12737502
5843,2156849
1599,922
5951,11407954
5841,4711731
1523,898
5770,5300444
5818,5538371
5873,5241420
1518,770
1486,451
5959,2140439
5828,7299525
5753,1059432
5823,2845533
1639,732
1283,463
5840,12008970
1541,789
1378,361
1240,481
5873,5313721
1511,969
5995,4257812
5813,9731191
5835,795611
5787,6314989
5898,3282797
1578,805
1253,466
5860,1029652
5893,10366690
1616,899
1689,4733
5876,2531018
5813,8285373
5640,19170185
5820,4326028
5583,16300900
3733,1313
5798,795688
5888,7462937
1731,890
5733,4271601
5755,5365041
5821,5691097
1561,950
5790,5007328
5843,2120332
6186,15240655
1574,797
1295,283
1287,431
5678,3497353
10739,7178790
5755,4462012
5785,1056625
1529,925
5772,1425899
5796,7199930
6123,24697338
6639,7955413
5021,6576262
1343,722
4569,11843437
1143,704
940,367
5518,7172535
6743,53390411
4743,6582022
5844,1151545
1505,765
1308,451
5803,5827413
5798,7203252
5924,1313493
5820,2929490
5337,17103513
1589,816
5821,17362342
1649,744
1260,459
5590,2934178
5733,10283689
5778,4304850
1651,830
5773,9827393
1759,909
5773,4434517
5986,21315543
5745,6415014
5743,4503221
5958,2194548
5801,5601320
5991,4441510
1748,837
5813,11618156
5743,7446402
5805,7974459
5731,96170159
1636,962
1772,4733
1899,44056
1531,3513
1476,3097
1641,3923
1258,378
1584,4467
1255,396
1217,296
5913,37128115
1882,4530
5844,76674070
1659,774
1315,351
1336,451
6204,10640944
5821,15253125
5783,35797720
5715,2949490
7259,4628393
8171,5719985
5916,6879452
5881,11842221
6382,4255773
5819,3063536
5747,1053200
5713,5299350
5755,14951005
5800,8530791
5618,15280386
5858,1140574
5873,5243789
5826,3146308
5801,11617634
1592,862
5839,8537450
5808,10644600
5823,112018973
1622,924
5777,41733487
6021,2105468
5647,9027403
5587,2099437
7537,14010975
2982,1563
5888,17988804
6217,31895093
5853,6695735
5741,8840630
1556,905
5875,24772831
5813,23205358
6272,59009433
1606,866
5871,13486935
1749,837
5839,6907667
6359,30665599
6755,53989504
1728,962
5843,6736205
5675,12748609
5873,7052990
5833,2659107
5808,6152563
5821,15182627
5893,33919981
8752,7688667
6299,10252833
7793,10625233
1724,912
1333,493
5961,7333017
5863,3157059
5939,8190526
5954,806915
3949,1060
1576,479
1556,5656
5582,5209855
1708,837
5837,21773978
5916,1645884
5818,2330412
5760,16345642
1806,925
1589,5643
5911,11415799
5845,3281561
5577,1713361
5829,4915820
5855,3105857
6101,19906610
1754,847
5783,7013813
5723,2942411
5771,6294748
5845,15190234
5863,1124345
5778,4258959
5963,6676103
1789,782
1367,424
5861,3333524
6036,3244649
1884,4869
5941,6736976
6041,1116001
1932,5114
5793,13442253
5811,3178505
5931,14843841
5860,2299774
5813,12369957
5811,3127616
1824,4721
6026,18045389
5986,10899578
6114,31451530
5826,14049840
5883,8032291
1657,914
5828,5337958
5956,1347715
1834,5302
5923,12978113
1754,774
1396,443
5833,13780531
5773,29650704
3866,1376
6781,19549679
5791,2157450
5691,6432578
6209,3239641
5824,17099791
6824,24009497
5068,2683025
4055,6433707
4240,3246352
6402,44233764
5863,29269511
1672,844
5811,13337630
